tconst,primaryTitle
tt0114702,Total Eclipse
tt0114914,When Billy Broke His Head... and Other Tales of Wonder
tt0114938,Wild Bill
tt0114939,Wild Bill: Hollywood Maverick
tt0115632,Basquiat
tt0115766,The Bruce
tt0115849,Cavafy
tt0116212,Entertaining Angels: The Dorothy Day Story
tt0116238,Eva Peron: The True Story
tt0116250,Evita
tt0116330,My Forgotten Man
tt0116357,"Frantz Fanon: Black Skin, White Mask"
tt0116480,Hamsun
tt0116593,I Shall Not Be Removed: The Life of Marlon Riggs
tt0116594,I Shot Andy Warhol
tt0116595,I Was a Jewish Sex Worker
tt0116621,In Love and War
tt0116635,Infinity
tt0116711,John Henrik Clarke: A Great and Mighty Walk
tt0116749,Kathapurushan
tt0116759,The Cherry Pick
tt0116886,The Line King: The Al Hirschfeld Story
tt0116980,Mandela
tt0116987,Marco Polo: The Missing Chapter
tt0117039,Michael Collins
tt0117058,"Mirror, Mirror"
tt0117106,Death in Granada
tt0117192,No Sex Last Night
tt0117196,Nobody's Business
tt0117310,Paul Monette: The Brink of Summer's End
tt0117318,The People vs. Larry Flynt
tt0117418,Who Killed Pixote?
tt0117631,Shine
tt0117669,Small Wonders
tt0117733,Stardust Stricken - Mohsen Makhmalbaf: A Portrait
tt0117791,Surviving Picasso
tt0117810,Poznan 56
tt0117830,The Cinderella of Tallinn
tt0117868,Tears of Stone
tt0117873,Tell the Truth and Run: George Seldes and the American Press
tt0117906,Tiburzi
tt0117917,Timothy Leary's Dead
tt0118026,And Nobody Weeps for Me
tt0118084,Le violon de Rothschild
tt0118109,W.E.B. DuBois: A Biography in Four Voices
tt0118154,White Hotel
tt0118163,The Whole Wide World
tt0118209,Yük
tt0118607,Amistad
tt0118635,Aprile
tt0118638,Ariane ou l'âge d'or
tt0118662,Ayn Rand: A Sense of Life
tt0118892,Dangerous Beauty
tt0118977,Those Days in Terezin
tt0119008,Donnie Brasco
tt0119118,The Fight in the Fields
tt0119280,Mrs. Brown
tt0119385,Iruvar
tt0119424,Jours de colère
tt0119485,Kundun
tt0119502,The Last Time I Committed Suicide
tt0119577,Love Is the Devil: Study for a Portrait of Francis Bacon
tt0119586,Lucie Aubrac
tt0119614,Marcello Mastroianni: I Remember
tt0119615,Les marches du palais
tt0119846,Our God's Brother
tt0119855,Les palmes de M. Schutz
tt0119907,Pont Neuf
tt0119934,Without Limits
tt0119937,Prefontaine
tt0119951,Private Parts
tt0120001,Behind the Lines
tt0120026,Finding Graceland
tt0120054,Saint-Ex
tt0120094,Selena
tt0120102,Seven Years in Tibet
tt0120439,Verrückt bleiben - verliebt bleiben
tt0120443,Voyage to the Beginning of the World
tt0120514,Wilde
tt0120535,The Wright Brothers
tt0120659,Endurance
tt0120679,Frida
tt0120684,Gods and Monsters
tt0120706,The General
tt0120788,Permanent Midnight
tt0120899,My Life So Far
tt0122194,Trash
tt0122486,Faustina: The Apostle of Divine Mercy
tt0122844,And Give My Love to the Swallows
tt0123324,Why Do Fools Fall in Love
tt0123385,Artemisia
tt0123691,Clark
tt0123952,Lautrec
tt0124056,Picasso
tt0124164,Theophilos
tt0125475,Rizal in Dapitan
tt0125664,Man on the Moon
tt0125735,Between Marx and a Naked Woman
tt0125898,The Warning
tt0126320,Giovanni Falcone
tt0126421,My Heart Is Mine Alone
tt0126828,Can't You Hear the Wind Howl? The Life & Music of Robert Johnson
tt0126973,James Dean: Race with Destiny
tt0127536,Elizabeth
tt0127925,Het teken van het beest
tt0128133,The Harmonists
tt0128239,Grey Owl
tt0128241,The Guest: An Episode in the Life of Eugène Marais
tt0128245,Guy Maddin: Waiting for Twilight
tt0128331,Masoch
tt0128927,America and Lewis Hine
tt0129111,The Gambler
tt0129166,Inzhener Graftio
tt0129290,Patch Adams
tt0129728,Dang Bireley's and the Young Gangsters
tt0130444,Aimee & Jaguar
tt0130864,"Milo Barus, der stärkste Mann der Welt"
tt0131016,Signed: Lino Brocka
tt0132198,Grüningers Fall
tt0132477,October Sky
tt0132563,To Walk with Lions
tt0132932,Twenty Six Days from the Life of Dostoyevsky
tt0133011,The Man in the Black Cape
tt0133049,O-Roshiya-koku suimu-tan
tt0134279,Dreams of the City
tt0134692,"Goitia, un dios para sí mismo"
tt0134836,The Mad Phoenix
tt0136253,Hoy como ayer
tt0136696,The Coffin Affair
tt0137077,Liv till varje pris
tt0137219,Stefan Luchian
tt0137280,Zafiros: Blue Madness
tt0137685,Ghashiram Kotwal
tt0137890,The Count
tt0138104,The Sleep Room
tt0138357,Charles Mingus: Triumph of the Underdog
tt0138364,O Cineasta da Selva
tt0138563,Kurt & Courtney
tt0138817,The Slim Dusty Movie
tt0138987,20 Dates
tt0139075,"Bocage, the Triumph of Love"
tt0139440,Luz del Fuego
tt0139942,"Com Licença, Eu Vou à Luta"
tt0140032,Eternamente Pagú
tt0140352,The Insider
tt0140392,Mozart in Love
tt0141001,The Exile and Death of Andrei Tarkovsky
tt0141352,Three Scenes with Ingmar Bergman
tt0141399,Isn't She Great
